Desc	Family ID	GCA_000442015.1_Rozella_k41_t100_protein.faa	GCA_001574975.1_Ganpr1_protein.faa	GCA_001875675.1_ASM187567v1_protein.faa	GCA_002794465.1_KSL3_v6_protein.faa	GCA_023515795.1_ASM2351579v1_protein.faa	GCA_027571585.1_ASM2757158v1_protein.faa	GCA_027604705.1_ASM2760470v1_protein.faa	GCF_000002865.3_V1.0_protein.faa	GCF_000002945.1_ASM294v2_protein.faa	GCF_000011425.1_ASM1142v1_protein.faa	GCF_000146045.2_R64_protein.faa	GCF_000151315.2_C_owczarzaki_V2_protein.faa	GCF_000182565.1_S_punctatus_V1_protein.faa	GCF_000388065.1_Font_alba_ATCC_38817_V2_protein.faa	GCF_000760515.2_UGP1.1_protein.faa
(null)	family358	2	3	0	1	1	1	1	1	1	1	1	1	2	1	1
(null)	family359	2	2	1	1	1	1	1	0	1	2	1	1	2	1	1
(null)	family360	1	2	1	1	1	1	1	1	1	1	2	1	2	0	1
(null)	family361	1	1	1	1	1	1	2	0	1	1	1	1	2	2	1
(null)	family362	1	1	1	1	1	1	2	1	2	1	2	1	1	0	1
(null)	family363	1	1	1	1	1	1	1	0	3	1	2	1	1	1	1
(null)	family364	0	2	1	1	1	1	1	1	2	1	2	1	1	1	1
(null)	family365	1	2	0	1	2	1	1	1	1	1	1	1	1	2	1
(null)	family366	1	1	1	1	1	1	2	0	2	1	2	1	1	1	1
(null)	family367	1	1	1	1	1	1	2	1	1	1	3	1	1	0	1
(null)	family368	1	2	1	1	1	1	0	2	1	1	1	2	1	1	1
(null)	family369	0	1	1	1	1	1	1	1	2	1	2	1	1	1	1
(null)	family370	0	1	1	1	1	1	2	1	1	1	2	1	1	1	1
(null)	family371	1	1	1	0	1	1	1	1	2	1	2	1	1	1	1
(null)	family372	1	1	1	1	1	0	1	1	2	1	2	1	1	1	1
(null)	family373	1	1	1	1	1	1	0	1	2	1	2	1	1	1	1
(null)	family374	1	0	1	1	1	1	2	1	1	1	1	1	2	1	1
(null)	family375	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1
(null)	family376	1	2	0	1	1	1	1	1	1	1	1	1	1	1	2
(null)	family377	1	1	1	1	1	2	1	0	2	1	1	1	1	1	1
(null)	family378	1	1	1	1	1	1	2	1	1	1	1	1	1	2	0
(null)	family379	1	0	1	1	1	1	1	1	1	1	2	1	2	1	1
(null)	family380	1	1	1	0	1	1	2	1	1	2	1	1	1	1	1
(null)	family381	1	1	1	1	1	2	1	0	2	1	1	1	1	1	1
(null)	family382	1	2	1	1	2	0	1	1	1	1	1	1	1	1	1
(null)	family383	0	2	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	family384	1	1	1	1	1	1	0	1	1	1	1	3	1	1	1
(null)	family385	1	1	1	1	1	0	2	1	1	1	1	1	1	2	1
(null)	family386	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	family387	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1
(null)	family388	1	1	1	1	1	1	1	1	1	1	1	1	2	1	0
(null)	family389	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1
(null)	family390	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1
(null)	family391	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1
(null)	family392	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family393	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1
(null)	family394	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1
(null)	family395	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1
(null)	family396	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1
(null)	family397	1	1	1	1	1	1	2	1	1	1	1	1	1	0	1
(null)	family398	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1
(null)	family399	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1
(null)	family400	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1
(null)	family401	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1
(null)	family402	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0
(null)	family403	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family404	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family405	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1
(null)	family406	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1
(null)	family407	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1
(null)	family408	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	family409	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family410	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1
(null)	family411	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family412	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family413	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family414	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
(null)	family416	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family417	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family418	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family419	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family420	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family421	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family422	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family423	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family424	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family425	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family426	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family427	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family428	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
(null)	family429	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family430	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
(null)	family432	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family433	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family434	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family435	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family436	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	family437	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family438	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	family439	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family440	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
(null)	family441	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
(null)	family443	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family444	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
(null)	family445	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
(null)	family447	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family448	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family449	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
(null)	family451	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family452	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family453	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family454	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
(null)	family455	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
(null)	family456	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family457	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
(null)	family459	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family460	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	family461	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	family462	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family463	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family464	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family465	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family466	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
(null)	family467	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family468	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family469	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family470	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family471	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family472	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family473	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
(null)	family475	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family476	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family477	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family478	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family479	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family480	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family481	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family482	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family483	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family484	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family485	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	family486	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
(null)	family487	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family488	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family489	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family490	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family491	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family492	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family493	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family494	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family495	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family496	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family497	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family498	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family499	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family500	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family501	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family502	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
(null)	family503	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family504	16	25	0	10	20	0	24	16	12	19	17	24	26	13	11
(null)	family505	3	16	0	2	4	0	8	6	6	21	14	8	9	1	2
(null)	family506	1	6	4	0	4	3	0	4	6	3	5	6	6	3	3
(null)	family507	2	6	0	2	5	0	4	3	3	6	6	4	6	2	1
(null)	family508	2	9	0	1	3	0	3	2	1	16	2	4	3	1	2
(null)	family509	3	6	3	0	4	0	4	4	2	3	3	1	7	4	2
(null)	family510	4	7	0	1	4	0	7	3	2	2	3	3	6	2	1
(null)	family511	3	3	1	1	4	0	3	4	1	3	3	6	6	6	0
(null)	family512	2	4	1	0	2	0	4	6	4	3	4	5	4	2	1
(null)	family513	0	8	1	1	4	0	2	4	3	4	2	4	5	2	1
(null)	family514	2	4	0	2	2	1	1	4	4	9	5	1	4	1	0
(null)	family515	5	3	1	4	3	0	5	2	2	4	1	1	7	0	2
(null)	family516	3	4	0	3	3	0	6	1	1	4	3	4	6	1	1
(null)	family517	2	4	0	2	3	0	4	2	3	3	5	1	3	3	3
(null)	family518	3	2	0	3	3	0	3	4	2	3	2	3	3	3	3
(null)	family519	3	3	1	1	3	0	1	4	2	5	2	4	4	1	0
(null)	family520	2	4	0	1	2	0	3	3	2	3	2	3	4	2	2
(null)	family521	1	4	1	1	4	1	4	2	2	3	3	3	4	0	0
(null)	family522	2	3	0	0	2	1	4	1	2	2	2	3	3	3	2
(null)	family523	2	2	0	2	2	1	2	2	2	3	3	3	2	3	0
(null)	family524	1	3	0	1	3	0	3	2	2	3	3	2	3	1	1
(null)	family525	1	3	0	1	2	0	2	2	3	3	3	3	2	2	1
(null)	family526	1	3	0	2	2	0	2	2	3	3	3	2	3	1	1
(null)	family527	1	4	0	2	3	0	2	2	1	1	1	1	4	2	1
(null)	family528	0	2	2	1	1	2	2	2	2	2	1	2	2	0	3
(null)	family529	1	2	2	1	2	1	2	2	2	0	2	2	3	2	0
(null)	family530	2	2	3	1	2	0	3	1	1	0	2	2	3	1	1
(null)	family531	1	3	0	0	1	1	3	1	2	3	3	2	2	1	1
(null)	family532	1	2	0	1	2	0	2	2	2	2	2	2	2	2	2
(null)	family533	1	4	0	1	1	0	3	1	1	1	1	2	2	4	1
(null)	family534	2	2	0	2	2	0	2	1	2	2	2	2	2	1	1
(null)	family535	2	1	1	0	2	0	2	2	2	2	1	2	2	2	1
(null)	family536	1	2	0	1	2	0	2	2	2	2	1	3	2	1	1
(null)	family537	0	2	0	2	2	1	2	1	2	2	2	1	2	1	2
(null)	family538	2	2	0	1	1	0	2	2	2	2	2	1	1	2	2
(null)	family539	1	4	0	1	2	1	2	0	1	1	1	2	2	2	1
(null)	family540	2	3	0	2	1	0	2	1	1	1	1	2	2	2	1
(null)	family541	2	1	1	2	2	0	2	1	1	2	2	2	2	1	0
(null)	family542	1	3	3	2	2	0	1	1	1	2	1	1	1	2	0
(null)	family543	1	2	0	1	1	0	2	1	1	3	2	2	2	2	1
(null)	family544	0	2	1	2	1	0	2	1	1	3	2	1	2	1	1
(null)	family545	0	1	0	1	1	1	2	1	3	1	2	2	3	1	1
(null)	family546	1	1	1	1	2	1	3	0	1	1	2	3	1	2	0
(null)	family547	1	2	0	1	3	0	2	1	1	2	1	2	2	1	1
(null)	family548	1	2	0	1	1	1	2	1	1	2	1	1	4	1	0
(null)	family549	1	2	0	1	2	0	2	1	2	2	1	2	1	1	1
(null)	family550	2	1	0	1	1	0	2	1	2	2	2	1	2	1	1
(null)	family551	1	2	0	1	2	0	2	2	1	1	1	2	2	1	1
(null)	family552	1	4	0	1	1	0	2	1	1	1	1	2	2	1	1
(null)	family553	2	2	1	1	2	0	1	1	2	2	2	1	1	0	1
(null)	family554	1	1	0	1	1	0	1	2	1	4	1	1	2	1	1
(null)	family555	1	1	0	2	2	0	1	1	1	1	1	2	2	1	2
(null)	family556	2	1	0	1	2	0	1	2	1	1	1	3	1	1	1
(null)	family557	1	2	1	1	1	0	2	1	3	1	2	1	1	1	0
(null)	family558	1	1	1	0	2	1	2	2	1	2	1	2	1	0	1
(null)	family559	1	2	1	1	1	0	0	1	1	1	1	1	4	2	1
(null)	family560	1	1	0	1	1	1	2	1	1	2	3	1	2	0	1
(null)	family561	1	2	1	0	1	0	1	2	1	1	1	2	2	1	1
(null)	family562	1	3	1	1	1	0	2	1	1	1	2	1	1	1	0
(null)	family563	2	1	1	1	1	0	2	1	2	1	1	1	2	1	0
(null)	family564	2	1	1	1	1	1	1	0	2	2	2	1	1	1	0
(null)	family565	1	2	0	1	1	0	2	1	1	1	1	1	2	2	1
(null)	family566	1	2	2	1	2	0	1	1	1	1	1	1	1	0	2
(null)	family567	0	1	1	1	0	1	1	1	2	1	2	2	1	1	1
(null)	family568	1	0	0	2	1	1	1	1	2	1	2	1	1	1	1
(null)	family569	1	1	1	0	1	1	1	0	2	1	2	1	2	1	1
(null)	family570	1	0	1	1	1	1	2	0	2	1	2	1	1	1	1
(null)	family571	1	1	0	1	1	0	1	1	1	1	3	1	2	1	1
(null)	family572	1	1	0	1	1	0	2	1	1	1	2	1	1	2	1
(null)	family573	1	2	1	0	1	1	1	1	2	1	2	1	0	1	1
(null)	family574	0	1	1	1	2	0	2	1	1	1	1	2	1	1	1
(null)	family575	1	1	1	1	1	1	3	1	1	1	1	1	2	0	0
(null)	family576	1	1	0	1	2	0	1	2	1	1	1	2	1	1	1
(null)	family577	1	2	0	1	1	0	1	1	1	3	1	1	1	1	1
(null)	family578	1	1	1	0	1	0	1	1	1	1	1	1	2	2	2
(null)	family579	1	1	1	1	1	1	1	0	3	1	1	1	2	0	1
(null)	family580	1	2	0	2	1	0	1	1	1	1	1	2	1	1	1
(null)	family581	1	2	0	1	1	0	2	2	1	1	1	1	1	1	1
(null)	family582	0	1	1	1	1	1	0	1	2	1	1	1	2	1	1
(null)	family583	1	1	1	1	0	1	1	0	1	1	2	1	1	1	2
(null)	family584	1	1	1	0	1	1	1	0	2	1	2	1	1	1	1
(null)	family585	1	1	0	1	1	0	2	1	1	1	1	1	1	2	1
(null)	family586	1	1	1	0	1	0	1	1	2	1	2	1	1	1	1
(null)	family587	1	1	1	0	1	1	1	1	1	1	2	0	2	1	1
(null)	family588	1	1	1	0	1	1	1	1	2	0	2	1	1	1	1
(null)	family589	1	1	0	1	1	0	2	1	1	1	2	1	1	1	1
(null)	family590	1	1	1	1	1	1	0	0	2	1	2	1	1	1	1
(null)	family591	1	1	0	1	1	0	3	1	1	1	1	1	1	1	1
(null)	family592	1	2	0	1	1	1	1	0	1	1	1	1	1	2	1
(null)	family593	1	1	1	0	1	1	1	0	1	1	2	1	1	2	1
(null)	family594	1	1	1	1	1	0	1	2	1	1	1	2	1	1	0
(null)	family595	1	1	0	1	1	0	2	1	1	1	1	1	1	2	1
(null)	family596	0	1	1	1	2	1	1	1	1	1	1	1	2	1	0
(null)	family597	1	1	1	0	1	0	2	1	1	1	1	1	2	1	1
(null)	family598	0	2	1	1	1	1	1	1	2	1	1	1	1	0	1
(null)	family599	1	2	1	1	1	0	1	0	1	1	2	1	1	1	1
(null)	family600	1	1	1	1	1	1	1	0	2	0	2	1	1	1	1
(null)	family601	1	1	0	1	1	0	1	1	1	1	3	1	1	1	1
(null)	family602	1	1	1	1	1	3	0	1	0	1	1	1	1	1	1
(null)	family603	1	0	1	1	1	1	2	0	1	1	1	1	1	1	2
(null)	family604	1	1	0	1	1	0	2	1	1	1	1	1	1	2	1
(null)	family605	1	1	1	2	1	1	1	1	1	1	0	1	2	1	0
(null)	family606	2	1	1	1	1	0	1	1	1	1	1	1	2	1	0
(null)	family607	1	1	1	0	1	1	1	1	1	1	1	1	2	2	0
(null)	family608	0	1	1	1	1	1	1	2	2	1	1	1	1	0	1
(null)	family609	1	1	1	1	1	0	1	0	1	1	1	1	2	1	2
(null)	family610	1	1	1	0	1	1	1	1	1	1	2	1	1	1	0
(null)	family611	1	1	0	1	1	0	1	1	1	1	2	1	1	1	1
(null)	family612	1	1	1	1	1	0	1	1	1	1	1	1	2	1	0
(null)	family613	1	1	0	1	1	0	1	1	1	1	2	1	1	1	1
(null)	family614	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
(null)	family615	1	1	0	1	1	1	1	1	2	1	1	1	1	1	0
(null)	family616	1	2	1	0	1	1	1	0	1	1	1	1	1	1	1
(null)	family617	1	1	1	1	1	0	1	1	1	1	2	1	1	1	0
(null)	family618	1	1	1	1	1	0	1	0	2	1	1	1	1	1	1
(null)	family619	1	1	0	1	1	0	1	1	1	1	2	1	1	1	1
(null)	family620	1	1	1	0	1	0	2	1	1	1	1	1	1	1	1
(null)	family621	1	1	1	0	1	1	1	1	1	0	1	1	1	1	2
(null)	family622	1	1	0	1	1	1	1	1	1	1	1	2	1	1	0
(null)	family623	0	1	1	0	1	1	2	1	1	1	1	1	1	1	1
(null)	family624	1	1	1	1	1	0	1	0	1	1	1	1	1	2	1
(null)	family625	1	0	1	0	1	1	1	1	1	1	1	1	2	1	1
(null)	family626	1	1	0	2	1	0	1	1	1	1	1	1	1	1	1
(null)	family627	1	1	0	1	1	0	1	1	1	1	1	2	1	1	1
(null)	family628	1	1	1	1	1	0	1	0	1	1	1	1	1	2	1
(null)	family629	1	2	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family630	1	1	0	1	1	1	1	1	1	0	1	1	1	1	2
(null)	family631	1	2	1	1	1	0	1	1	1	0	1	1	1	1	1
(null)	family632	1	1	1	1	1	1	1	0	1	0	1	1	1	1	2
(null)	family633	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0
(null)	family634	1	1	0	1	1	1	1	1	1	1	2	1	1	0	1
(null)	family635	1	1	0	1	1	1	1	1	1	1	1	2	1	1	0
(null)	family636	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0
(null)	family637	1	1	0	1	1	0	1	1	1	1	2	1	1	1	1
(null)	family638	1	1	0	2	1	0	1	1	1	1	1	1	1	1	1
(null)	family639	1	1	0	1	1	0	2	1	1	1	1	1	1	1	1
(null)	family640	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1
(null)	family641	1	1	0	1	1	0	1	1	1	1	1	1	1	2	1
(null)	family642	2	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family643	1	1	1	1	1	1	1	0	1	1	1	0	2	1	1
(null)	family644	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family645	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family646	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family647	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family648	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family649	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family650	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family651	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family652	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family653	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family654	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
(null)	family655	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
(null)	family656	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family657	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family658	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family659	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family660	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1
(null)	family661	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family662	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1
(null)	family663	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	family664	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	family665	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family666	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family667	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family668	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family669	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family670	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family671	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family672	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family673	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family674	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0
(null)	family675	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
(null)	family676	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
(null)	family677	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family678	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
(null)	family679	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
(null)	family680	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
(null)	family681	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family682	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family683	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
(null)	family684	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family685	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family686	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
(null)	family687	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
(null)	family688	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
(null)	family689	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
(null)	family690	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family691	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
(null)	family692	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
(null)	family693	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family694	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family695	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
(null)	family696	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
(null)	family697	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
(null)	family698	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family699	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1
(null)	family700	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family701	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
(null)	family702	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family703	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family704	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family705	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1
(null)	family706	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	family707	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family708	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
(null)	family709	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
(null)	family710	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family711	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family712	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
(null)	family713	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family714	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1
(null)	family715	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1
(null)	family716	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
(null)	family717	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family718	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
(null)	family719	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
(null)	family720	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
(null)	family721	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family722	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1
(null)	family723	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
(null)	family724	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1
(null)	family725	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1
